,Country,Sector,Industry,Net_Income_Ratio,Operating_Income_Ratio,Gross_Profit_Ratio,EPS,Working_Capital,ROE,PE_Ratio,PB_Ratio,Current_Ratio,Debt_To_Equity,Debt_To_Asset,Dividend_Yield,Market_Capital,Net_Income_Ratio_Ranking,Operating_Income_Ratio_Ranking,Gross_Profit_Ratio_Ranking,EPS_Ranking,Working_Capital_Ranking,ROE_Ranking,PE_Ratio_Ranking,PB_Ratio_Ranking,Current_Ratio_Ranking,Debt_To_Equity_Ranking,Debt_To_Asset_Ranking,Dividend_Yield_Ranking,Market_Capital_Ranking
COST,US,Consumer Defensive,Discount Stores,0.023998,0.032592,0.131506,9.01552,3276000000.0,0.21887989499015534,39.098100585989506,8.557788150575913,1.1318628240218966,2.038503609713411,0.670890632874937,0.009452255016289336,156470598545.13,2527,2753,3390,170,196,646,3960,3828,2896,3159,2950,1814,401
PKOH,US,Industrials,Industrial Distribution,0.023852,0.05135,0.160848,3.1129,420700000.0,0.11501787842669844,9.661945077720206,1.1112964243146601,2.379344262295082,2.904648390941597,0.7438949938949939,0.01876921766790433,372951080.0,2528,2540,3281,842,925,1428,2441,1558,1513,3578,3367,1424,3203
BLBD,US,Consumer Cyclical,Auto Manufacturers,0.02385,0.04302,0.13100147810229723,0.89854,2409000.0,-0.3583489404373922,21469.185099588478,-7693.459732491778,1.0141971452481702,-6.388697998849744,1.185573583862643,4.3300648129744285e-06,521701197920.0,2529,2633,3394,2020,2952,3927,4655,17,3094,112,4690,2304,236
VC,US,Consumer Cyclical,Auto Parts,0.0237691001698,0.0359932088285,0.1100169779286927,2.18642,547000000.0,0.14583333333333334,38.21772976571429,5.573418924166667,1.6854636591478698,3.73125,0.7886393659180978,0.003364182785309555,2675241083.6,2530,2714,3454,1218,765,1063,3941,3576,2123,3795,3586,2057,1892
HRI,US,Industrials,Rental & Leasing Services,0.023762,0.117409,0.5260130065032517,1.6323,76600000.0,0.07372342076672357,24.958315789473687,1.8400124165761294,1.2370783039306716,4.924258885612292,0.8312025150641865,,1185520000.0,2531,1811,1542,1537,1937,2123,3569,2366,2742,3976,3767,2359,2436
TIPT,US,Financial Services,Insurance Specialty,0.023761,0.037709,0.572791,0.531,,0.04612598037491647,13.23187862148031,0.6103333736176776,0.0,4.52247137380609,0.8189216507770145,0.022646586324259158,242950523.369,2532,2692,1340,2291,4157,2475,2855,739,4175,3922,3713,1279,3494
GRWG,US,Consumer Cyclical,Home Improvement Retail,0.023563,0.026841,0.282966,0.04789,30562310.0,0.03486248541984356,105.02467585692996,3.6614212307860163,3.529728687239576,0.33642650988815725,0.2517358847635491,,197320361.0,2533,2816,2688,2808,2339,2612,4338,3185,969,1001,763,2359,3641
CSTE,IL,Basic Materials,Building Materials,0.023558,0.045209,0.272246,0.37324,248040000.0,0.026612264152895342,35.55311771108693,0.946148959986427,2.96286975927069,0.4563417757923987,0.3133479952149983,0.011284011124810348,457284200.0,2534,2602,2745,2452,1249,2690,3899,1258,1189,1249,1013,1739,3069
LRN,US,Consumer Defensive,Education & Training Services,0.023546,0.031186,0.33392072177676996,0.60266,227855000.0,0.036287498389673774,76821.89168979025,2787.674270984957,1.8333638119202973,0.5892446496448398,0.370770258547998,,1882597277750.0,2535,2770,2423,2222,1295,2602,4714,4528,1965,1490,1257,2359,124
PSMT,US,Consumer Defensive,Discount Stores,0.023483504085680954,0.036786147252723486,1.0,2.55,130727000.0,0.09399929543511691,25.71865874346708,2.417535801422115,1.230041793145924,0.9920489973176037,0.4980043154829267,0.010706166022689657,2010710459.2229998,2536,2706,8,1044,1625,1807,3609,2733,2755,2108,1884,1766,2098
COWN,US,Financial Services,Capital Markets,0.023471,-0.064843,0.722203,0.78729,,0.030414086472269727,20.402775396857617,0.6205317751943249,0.0,5.374011397101951,0.8431129256444903,,502540760.79999995,2537,3397,721,2098,4157,2655,3350,748,4175,4027,3819,2359,3013
TDS,US,Communication Services,Telecom Services,0.023377,0.034583,0.5484930448222566,1.0431,959000000.0,0.026004728132387706,21.658398347107436,0.5632207607994841,1.996881496881497,1.3169997850848916,0.5684073833596142,0.02861867718979243,2620666200.0,2538,2734,1438,1920,512,2700,3419,689,1797,2564,2344,1064,1909
DD,US,Basic Materials,Chemicals,0.02315,-0.003068,0.346597,0.66729,1653000000.0,0.012150193963939786,77.60665801204819,0.9429359477395272,1.198058950395399,0.693122209481055,0.40937518012565566,0.23095563239347158,38648115690.0,2539,3130,2358,2181,333,2838,4262,1252,2809,1663,1434,94,676
HIBB,US,Consumer Cyclical,Specialty Retail,0.02309,0.030498,0.32555,1.52275,138851000.0,0.08311675679290419,12.943697703335285,1.0758381740089913,1.5942412298158444,1.3398139113571217,0.5726155848778643,,353932470.0,2540,2779,2471,1611,1592,1993,2809,1497,2237,2594,2374,2359,3243
CAAS,CN,Consumer Cyclical,Auto Parts,0.023084,0.013703,0.14684060107503702,0.31657,137534000.0,0.034423401968137875,8433.55063359775,290.3115034789792,1.4527436063717374,1.2818370669422658,0.5617566151030968,3.964770418797328e-06,83989730760.0,2541,2969,3341,2496,1596,2618,4560,4257,2433,2519,2300,2305,499
SLAB,US,Technology,Semiconductors,0.023002,0.067694,0.6092550450478417,0.43497,806158000.0,0.01727723664657491,260.5484972748508,4.501558045327075,6.854409190928171,0.5020416106527863,0.33423948250980834,,5019466800.0,2542,2331,1189,2396,587,2791,4477,3392,416,1318,1083,2359,1497
TAP,US,Consumer Defensive,Beverages Brewers,0.022846,0.072254,0.397111,1.11434,-1511100000.0,0.01801123746218162,49.91320388911874,0.8989985677452047,0.5910972804762549,1.150602858548072,0.5350141026618341,0.035178982748122416,12064021380.0,2543,2278,2074,1871,3883,2784,4112,1155,3568,2341,2117,882,1078
SPWH,US,Consumer Cyclical,Leisure,0.022806,0.037753,0.334649,0.46377,26862000.0,0.18332607828200384,12.678577294088548,2.324313853520514,1.1014517932138865,4.592202633583633,0.8211795842313436,,256297440.0,2544,2691,2415,2367,2395,805,2785,2671,2945,3929,3720,2359,3460
PEAK,US,Real Estate,REIT Healthcare Facilities,0.022795,0.121573,0.559739,0.09304,,0.007482262289036522,377.5746691302438,2.8251127081286653,0.0,1.306122801130244,0.5663717476320453,0.04188959690618351,17190974685.5,2545,1774,1384,2734,4157,2880,4499,2904,4175,2548,2328,766,938
BWL.A,NaN,NaN,NaN,0.022675,0.018449,0.624437,0.07812,,,,,,,,,,2546,2916,1131,2759,4157,4758,4753,4719,4184,4785,4840,2359,4787
SECO,CN,Consumer Cyclical,Internet Retail,0.02265,0.031622,0.17485,5.91325,2592462000.0,0.09544809857282156,1.1364303072517608,0.10847011198770794,2.343915124489577,2.0762122152291465,0.6749248978827327,,176205792.0,2547,2762,3221,329,231,1774,1926,348,1537,3189,2979,2359,3709
ELSE,US,Technology,Scientific & Technical Instruments,0.022645,-0.003754,0.5286994429643982,0.05503,11155000.0,0.014506244666821815,67547.2626737968,979.8571189201768,20.743362831858406,0.04530292452098363,0.04333951762523191,,12631338120.0,2548,3132,1532,2793,2686,2816,4708,4349,88,386,141,2359,1058
MSGE,US,Communication Services,Entertainment,0.022589,-0.078324,0.333991,0.71758,916533000.0,0.0060648140490850875,98.67957351746547,0.5984732638264493,2.7972327729724746,0.30882515958231116,0.23595600781457118,,1700643770.0,2549,3437,2420,2142,538,2894,4323,725,1273,937,698,2359,2215
VLO,US,Energy,Oil & Gas Refining & Marketing,0.022359,0.035412,0.043287,5.85024,5809000000.0,0.11108563041783241,14.413302312138727,1.6011107737467318,1.4414133738601824,1.4704857129752786,0.5952212980840635,0.04273967235205716,34909018200.0,2550,2722,3574,333,125,1488,2962,2176,2443,2726,2512,743,700
MAN,US,Industrials,Staffing & Employment Services,0.022321,0.034764,0.16177055623457234,7.72305,2043100000.0,0.16977761574917974,11.927180588361606,2.024968282901932,1.4600126086369163,2.3626686110098434,0.7026171426093367,0.02327847319140846,5554488000.0,2551,2732,3278,216,268,882,2708,2503,2416,3345,3136,1256,1428
GFN,US,Industrials,Rental & Leasing Services,0.022313,0.127508,0.494026,0.2545,,0.04560439875467998,23.968828011063614,1.0930839902988883,0.0,3.3346654205821813,0.7693016869879448,0.019239639986262016,190648058.0,2552,1725,1669,2562,4157,2481,3530,1525,4175,3697,3486,1404,3658
M,US,Consumer Cyclical,Department Stores,0.022265,0.034819,0.40109,1.81118,1060000000.0,0.08844284146150228,6.886467446808511,0.6090587486278815,1.1843478260869564,2.3200564528775285,0.6988003022860382,0.11998040230839822,3883967640.0,2553,2730,2055,1412,476,1897,2193,735,2826,3326,3118,222,1643
GFF,US,Industrials,Tools & Accessories,0.022192528251039866,0.06439318103842873,0.2664258104391154,1.254555273786043,664206000.0,0.07631068155297929,17.0897221094911,1.3041283417262848,2.4784906265164297,2.507839023296403,0.714924204514871,0.015911959953093448,913086762.5879999,2554,2368,2771,1787,673,2086,3141,1854,1453,3427,3215,1559,2612
ELAT,NaN,Industrials,NaN,0.0221100618691,0.0254640182351,0.521230869424,0.18336,1554600000.0,0.012241071589536499,292.26104270986747,3.5775883466440717,2.899328039095907,0.6199679100037859,0.3827038215851677,,19844524800.0,2555,2834,1562,2633,344,2837,4484,3156,1218,1542,1309,2359,890
ELAN,US,Healthcare,Drug Manufacturers General Specialty & Generic,0.02211,0.060078,0.521231,0.18336,1554600000.0,0.012241071589536499,172.98845360824743,2.11756404478177,2.899328039095907,0.6199679100037859,0.3827038215851677,,11745916000.0,2556,2425,1561,2633,344,2837,4425,2549,1218,1542,1309,2359,1087
VRNT,US,Technology,Software Infrastructure,0.022003,0.067393,0.644251,0.42586,296156000.0,0.02333231383930605,128.8677450843676,3.006782672072154,1.4213332726326002,1.4533402528779016,0.5923924539912694,,3696442400.0,2557,2334,1049,2408,1140,2734,4383,2963,2481,2702,2487,2359,1673
POST,US,Consumer Defensive,Packaged Foods,0.02195,0.1364,0.3154494728133636,1.66045,1323400000.0,0.04261936498171503,58.23977546110666,2.482142246830035,2.6482750031137128,3.084760244711029,0.755187589946116,0.0005507745266781412,7262500000.0,2558,1636,2520,1517,393,2526,4176,2767,1361,3627,3415,2144,1290
CPS,US,Consumer Cyclical,Auto Parts,0.021725,0.050183,0.115533,3.9241,482345000.0,0.0788728939761147,7.186354218187741,0.5668085543259264,1.6699934020904956,2.0783216048121003,0.6751476523970796,,485287314.0,2559,2549,3436,637,851,2058,2219,695,2143,3191,2981,2359,3034
KLIC,SG,Technology,Semiconductor Equipment & Materials,0.021578,0.040015,0.471418,0.1767,719109000.0,0.015152204695844164,133.76527180983436,2.0268387796578433,5.117617755179166,0.4038069703002225,0.28765135010966864,0.020250624900373,1558766712.3999999,2560,2665,1772,2641,642,2810,4392,2505,614,1133,898,1370,2271
GLUU,US,Communication Services,Electronic Gaming & Multimedia,0.021564,0.017602,0.6463157024753209,0.05637,63885000.0,0.04368078705185462,100.11874873182279,4.373265743252891,1.423769850219563,1.0584724773126788,0.514202880523575,,888153420.0,2561,2928,1039,2791,2031,2509,4327,3370,2476,2198,1975,2359,2629
CAL,US,Consumer Cyclical,Footwear & Accessories,0.021502,0.035533,0.405386,1.57627,31349000.0,0.09725056118894651,6.868947084480809,0.6680089587429366,1.0368400023503144,2.7645436953324563,0.7343635561356693,0.026470428177500203,431500386.9,2562,2719,2042,1584,2334,1744,2191,811,3053,3527,3316,1139,3104
GPS,US,Consumer Cyclical,Apparel Retail,0.021425,0.035036,0.374351,0.92857,1307000000.0,0.10585042219541617,14.553215384615385,1.5404639927623645,1.4072919912745403,3.1251507840772015,0.7575846187586812,0.0712582758950519,5108178600.0,2563,2725,2196,2002,399,1576,2967,2118,2501,3639,3427,422,1480
LAD,US,Consumer Cyclical,Auto & Truck Dealerships,0.021424,0.03906,0.15417393294246687,11.60256,501400000.0,0.18498330721537098,12.022849723756906,2.224026504053962,1.1951656222023277,3.1451931593649927,0.7587567185522445,0.008455354670420844,3264203700.0,2564,2679,3314,117,818,798,2719,2616,2814,3645,3433,1861,1756
ADM,US,Consumer Defensive,Farm Products,0.021328,0.020895,0.064139,2.44071,7613000000.0,0.07179300291545189,18.281867657722987,1.3125101780508122,1.554317751565458,1.2905560183256977,0.563424778962202,0.03129624091489265,25210695500.0,2565,2885,3547,1097,103,2148,3215,1863,2298,2526,2307,986,809
ALSK,US,Communication Services,Telecom Services,0.021269,0.082432,0.5441616960301087,0.09079,26728000.0,0.028541146626665816,20.870669074675327,0.5956728262569283,1.489792926516401,2.2273561793783268,0.6901488573248751,,102850657.2,2566,2158,1463,2741,2397,2669,3373,721,2382,3275,3064,2359,3968
RCMT,US,Industrials,Engineering & Construction,0.021235,0.034364,0.25427524856096284,0.31282,49249000.0,0.1252353177174953,8.903225411532773,1.1149982631237847,3.3004951420029895,1.9680276517606394,0.6630759152776767,0.0003321404994435219,36129288.72,2567,2736,2821,2500,2157,1288,2361,1566,1049,3124,2913,2149,4354
MPC,US,Energy,Oil & Gas Refining & Marketing,0.02118,0.044785,0.113938,3.97139,4023000000.0,0.07826319225974951,13.124512703830112,1.027166261055381,1.249148448628228,1.9250311628183059,0.6581233004586226,0.04039372030787065,34609340000.0,2568,2611,3440,621,172,2066,2836,1414,2719,3102,2890,794,703
JD,China,Consumer Cyclical,Internet Retail,0.02112,0.014284,0.146339,4.10611,-922463000.0,0.14884870339939774,9.373831511664125,1.3952826663956215,0.9934117795578582,2.1729353888299165,0.6848344269724415,,114212216082.0,2569,2961,3345,591,3814,1039,2406,1977,3127,3242,3032,2359,455
CTRN,US,Consumer Cyclical,Apparel Retail,0.021106,0.023722,0.380068,1.41063,50345000.0,0.09648394565141133,13.617996121917228,1.313917997708192,1.3337155811271229,1.6843677650195272,0.6274728027093838,0.016752856740292765,224737790.0,2570,2861,2165,1678,2146,1757,2897,1866,2604,2913,2699,1520,3547
AN,US,Consumer Cyclical,Auto & Truck Dealerships,0.021091,0.038602,0.1651223067440956,4.97238,-689100000.0,0.14231048986433067,8.77,1.24806299611018,0.8648876514646484,2.334271528414661,0.7000844137983364,,3946500000.0,2571,2682,3262,455,3770,1094,2348,1754,3280,3330,3122,2359,1631
SNX,US,Technology,Information Technology Services,0.021076,0.034253,0.12198014310805529,9.83022,2845870000.0,0.13216803706001135,13.006269803399958,1.7190131493882723,1.6177110135134256,2.087795800393301,0.6761443875684308,0.011763260013712234,6512395365.8,2572,2737,3418,148,216,1207,2816,2281,2203,3195,2985,1723,1343
KELYB,United States,Industrials,Staffing & Employment Services,0.0209873776981,0.0152737321682,0.1808200761819404,2.86735,521600000.0,0.08888888888888889,6.822536476868327,0.6064476868327403,1.5899785092184142,0.9617240015816528,0.49024429573490286,0.015517965566025619,766853100.0,2573,2952,3189,942,788,1895,2187,734,2245,2067,1838,1575,2725
KELYA,US,Industrials,Staffing & Employment Services,0.020987,0.015274,0.18082,2.87468,521600000.0,0.08888888888888889,6.805626334519572,0.6049445630684065,1.5899785092184142,0.9617240015816528,0.49024429573490286,0.015556523517018838,764952400.0,2574,2951,3190,939,788,1895,2185,731,2245,2067,1838,1572,2726
CVX,US,Energy,Oil & Gas Integrated,0.020862,0.022068,0.428523,1.54301,1799000000.0,0.020275564616227384,69.33055813953489,1.405716211437249,1.0678100263852244,0.6463702994875635,0.39260323129538216,0.04419340577362108,202722552000.0,2575,2873,1945,1601,301,2760,4228,1987,2992,1585,1354,721,366
MTEX,US,Consumer Defensive,Household & Personal Products,0.020852,0.040785,0.7999721038750254,1.3474,12137000.0,0.12058661778185151,10.673644998479782,1.2870987497708524,1.4200816835110066,1.3069844179651695,0.5665336999189485,0.03418256264074243,35105618.4,2576,2654,444,1723,2659,1347,2559,1822,2483,2549,2329,907,4364
GHM,US,Industrials,Specialty Industrial Machinery,0.020661,0.011037,0.2003,0.18949,77443000.0,0.019354038294528763,67.93870625000001,1.3148883224432406,2.5729577121501404,0.531367602663248,0.3469889278963003,0.033416873393863684,127181258.10000001,2577,2997,3087,2625,1932,2769,4221,1868,1402,1375,1142,925,3885
NSIT,US,Technology,Information Technology Services,0.020619,0.03112,0.14720864446482365,4.43302,1164504000.0,0.1373821659234796,14.867786358190042,2.0425686923757107,1.6182568031906082,2.6008913073829762,0.7222909789168918,,2370029220.0,2578,2772,3340,537,439,1138,2993,2511,2202,3469,3257,2359,1979
DOOR,US,Industrials,Building Products & Equipment,0.020491,0.052736,0.219455,1.75235,466388000.0,0.07137667591641302,44.20927802340702,3.1555113099753234,2.7424187516578433,2.0991195137641987,0.6773277069313802,,1971822218.3999999,2579,2515,2998,1444,871,2156,4030,3019,1306,3200,2991,2359,2115
ENR,US,Industrials,Electrical Equipment & Parts,0.020485,0.029304,0.425937,0.75929,967800000.0,0.09396837072453108,55.66473874755382,5.230724806914307,1.90533208606174,9.021331371827879,0.9002128596594245,0.031991920879831263,2844468150.0,2580,2791,1950,2120,506,1810,4160,3529,1888,4475,4268,967,1846
TRVG,DE,Communication Services,Internet Content & Information,0.020463,0.045493,0.989078,0.04811,246938000.0,0.019178866031804218,56.542588427247836,1.0844227285376296,4.8981183304918865,0.2382958178873855,0.19243852272224735,,970327360.0000001,2581,2597,37,2807,1252,2771,4164,1511,655,792,552,2359,2570
SWI,US,Technology,Software Infrastructure,0.019991,0.144954,0.726062035870352,0.05991,-103114000.0,0.007035986113721645,314.96296105568075,2.216075020324421,0.7562391699545877,1.004415136013213,0.5011013526923357,,5871539520.0,2582,1564,712,2786,3525,2885,4487,2611,3412,2124,1900,2359,1392
HAYN,US,Industrials,Metal Fabrication,0.019879,0.036139,0.133621,0.78079,311793000.0,0.03289173909374736,42.71140364289379,1.4048523449497934,6.189630492676431,1.004219053244452,0.5010525429437521,0.02645459243694147,416222628.5,2583,2711,3384,2105,1111,2630,4011,1986,482,2121,1897,1140,3134
VREX,US,Healthcare,Medical Devices,0.019857,0.058545,0.32885,0.40155,263300000.0,0.03483928972802877,72.34387096774194,2.5204090806922905,2.5037121644774416,1.335131490222522,0.5717585908172105,,1121330000.0,2584,2446,2448,2428,1209,2613,4236,2787,1438,2589,2369,2359,2476
AUDC,IL,Technology,Communication Equipment,0.019857,-0.047702,0.47411,0.12912,45931000.0,0.043006682959534574,176.86902594920792,7.60655012435928,1.5300138472190168,1.6420831801371196,0.6215107807665231,0.009553486582303384,703408116.2,2584,3340,1759,2686,2184,2520,4428,3766,2329,2877,2663,1812,2778
ABM,US,Industrials,Specialty Business Services,0.01965,0.032084,0.112501,1.90882,373000000.0,0.08281452658884565,19.555807752545025,1.619504961089494,1.4133421985815602,1.3946822308690012,0.5824080593619672,0.0191008072733952,2497276650.0,2585,2758,3445,1351,1003,1998,3291,2192,2492,2646,2429,1413,1952
NAV,US,Industrials,Farm & Heavy Construction Machinery,0.019643,0.050751,0.178295,2.22111,1377000000.0,-0.05931293612453033,14.699886877828053,-0.8718934514224368,1.3851748251748253,-2.8564143853998925,1.5386728350440944,,3248675000.0,2586,2544,3201,1201,384,3300,2980,217,2531,192,4771,2359,1760
LBRT,US,Energy,Oil & Gas Equipment & Services,0.019596,0.05205,0.186483,0.37055,222479000.0,0.07029758825724054,23.52560520985565,1.6537933085448255,1.834833674177752,1.3132057380048194,0.5676994987646375,0.016103417946099718,917569179.9999999,2587,2528,3161,2457,1312,2171,3506,2227,1963,2560,2340,1549,2608
NEO,US,Healthcare,Diagnostics & Research,0.019583,0.029323,0.481462,0.07727,226834000.0,0.01577822974805285,429.55056832375715,6.777547555418913,4.549605658487732,0.39829486330526914,0.2848432571394745,,3438981850.0,2588,2790,1713,2761,1298,2806,4505,3703,718,1118,883,2359,1714
